observer,sum,count
33198,19,3
896227,19,1
454344,19,1
885578,19,1
371579,19,2
2798148,19,1
1641168,18,1
1691897,18,1
500661,18,1
1651004,18,1
453044,18,4
1650860,18,1
801960,18,2
1687944,18,1
747380,18,2
1677413,18,1
1666955,18,1
1641636,18,1
1320449,18,1
2839267,18,1
1659383,18,1
1684869,18,1
286056,18,1
2795667,18,1
914249,18,1
1650025,18,1
456854,18,1
912445,18,2
1532850,18,1
918461,18,1
2790749,18,1
32371,18,1
558419,18,2
455192,18,1
1079783,18,1
929261,18,2
760592,18,1
1677008,18,1
452429,18,1
549,18,2
1678297,18,1
457115,18,1
1439111,18,1
2556473,18,1
1660339,18,1
2559816,18,1
1675745,18,1
454131,18,1
1594533,18,1
1570176,18,1
910887,18,1
829550,18,1
1544361,18,1
1682846,18,1
1198754,18,2
582773,18,2
1868679,18,1
1660354,18,1
2594382,18,1
837829,18,1
580190,18,1
142370,18,3
919358,18,1
111958,18,1
89689,18,3
2758981,18,1
258711,18,1
1481813,18,1
2797743,18,1
917624,18,1
951310,18,1
1479533,18,2
2791371,18,1
889279,18,1
937283,18,1
1690243,18,1
842327,18,1
1684172,18,1
922598,18,1
1683869,18,1
2662163,18,1
911256,18,1
417211,18,1
1566405,18,2
1582384,18,1
1569595,18,2
1660345,18,1
923113,18,2
226701,18,2
923077,18,1
846995,18,1
2865312,17,1
1660361,17,1
915190,17,1
922197,17,1
1687665,17,1
1677192,17,1
540919,17,1
1677154,17,1
33434,17,1
1687359,17,1
32774,17,1
4430,17,3
1715870,17,1
450448,17,1
2844717,17,1
1692786,17,1
917685,17,1
921504,17,1
1666805,17,1
1683816,17,1
1667844,17,1
572449,17,2
2850217,17,1
1675977,17,1
20369,17,3
525696,17,2
20203,17,3
1675067,17,1
925047,17,1
454357,17,1
453133,17,1
453104,17,1
1668741,17,1
1677451,17,1
922696,17,1
1676345,17,1
1685483,17,1
2863283,17,1
1676509,17,1
922728,17,1
554,17,3
1067997,17,1
919454,17,1
918524,17,1
18314,17,1
60485,17,1
439124,17,2
422830,17,1
1636069,17,2
714697,17,2
135489,17,1
819714,17,1
2370847,17,1
1525980,17,2
351405,17,3
144071,17,2
2262620,17,1
856572,17,2
239645,17,1
1555296,17,2
888953,17,1
1309030,17,1
700154,17,1
748316,17,1
898401,17,1
2438333,17,1
1467267,17,2
2792263,17,1
745351,17,2
2806397,17,1
1193239,17,2
1125668,17,2
333677,17,3
222263,17,2
1650059,17,1
1650062,17,1
904797,17,1
737268,17,1
2537479,17,1
323012,17,1
158474,17,2
2834698,17,1
179094,17,2
773740,17,1
391160,17,2
373958,17,1
2812046,17,1
440729,17,1
1660341,17,1
2818853,17,1
2176521,17,1
1660333,17,1
265364,17,2
1660355,17,1
841754,17,1
1590300,17,1
2839614,17,1
603381,16,1
1650044,16,1
870322,16,1
918418,16,1
992892,16,2
1691125,16,1
1677317,16,1
1193794,16,2
607989,16,3
422786,16,1
924373,16,1
1691144,16,1
757784,16,1
771841,16,1
2555610,16,1
451514,16,2
455211,16,1
1588204,16,1
847193,16,2
995945,16,1
451487,16,1
2796955,16,1
115757,16,2
425016,16,1
33986,16,2
2694671,16,1
424777,16,1
2802894,16,1
795904,16,1
1650051,16,1
2820331,16,1
914939,16,1
1691184,16,1
852073,16,1
925017,16,1
339542,16,1
1676746,16,1
758313,16,1
1675908,16,1
2729386,16,3
1629179,16,1
145323,16,2
2624734,16,1
1625878,16,1
918019,16,1
1444608,16,1
18370,16,2
2722562,16,1
1564542,16,1
2823227,16,1
544252,16,1
784631,16,2
1692036,16,1
1692585,16,1
507669,16,1
506838,16,2
417072,16,1
119921,16,1
1563381,16,2
497624,16,1
898752,16,1
1693151,16,1
2831307,16,1
2734511,16,1
2706005,16,1
452816,16,3
1638665,16,1
918650,16,1
1691250,16,1
2808334,16,1
577125,16,2
138884,16,1
2829139,16,1
916865,16,1
1677533,16,1
1690691,16,1
449236,16,1
82286,16,1
1660340,16,1
841758,16,1
2790758,16,1
450640,16,3
1683758,16,1
912069,16,1
2296101,16,1
910279,16,1
922704,16,1
2791395,16,1
1129277,16,1
2837742,16,1
64377,16,2
1484253,16,1
439769,16,1
726367,16,1
2466068,16,1
1516306,16,1
2792282,16,1
1660329,16,1
640377,16,1
1660327,16,1
2791339,16,1
1653137,16,1
439279,16,2
1515309,16,1
451173,16,1
1000861,16,1
2786999,16,1
257693,16,3
2790698,16,1
40083,16,1
2866377,16,1
280682,16,1
69864,16,2
646624,16,2
1064011,16,2
906485,16,1
1665157,16,1
2507842,16,1
281999,16,1
1481935,16,1
911218,16,1
234886,16,1
452105,15,3
964887,15,1
929177,15,3
1700630,15,1
1675407,15,1
447861,15,1
452002,15,1
447983,15,2
1701372,15,1
1443234,15,1
361749,15,1
1281677,15,2
1676047,15,1
888325,15,1
1659366,15,1
512933,15,1
922702,15,1
912515,15,1
751767,15,2
2626298,15,1
1702284,15,1
699882,15,1
1597431,15,1
1364674,15,1
354,15,1
2790717,15,1
1660346,15,1
1597447,15,1
1677380,15,1
1677563,15,1
1677400,15,1
781108,15,1
918591,15,1
1660371,15,1
445671,15,1
2685146,15,1
1591533,15,2
1404724,15,1
2840952,15,1
1660342,15,1
918042,15,1
2785945,15,1
1684636,15,2
757411,15,1
1660325,15,1
910879,15,1
1078009,15,2
484,15,1
2721295,15,1
1660330,15,1
886847,15,1
1692941,15,1
452436,15,1
1678364,15,1
781821,15,1
1432354,15,1
1697425,15,1
1692770,15,1
2811838,15,1
38851,15,1
445373,15,1
2605539,15,1
916647,15,1
330921,15,3
851110,15,1
2847005,15,1
922055,15,1
1666723,15,2
298968,15,1
449731,15,2
1680821,15,1
227532,15,4
920640,15,1
1648840,15,1
1690523,15,1
1672916,15,1
2792284,15,1
1547645,15,1
742553,15,1
1650049,15,1
1681576,15,1
97531,15,1
876606,15,1
2848023,15,1
1521850,15,1
923168,15,1
1683061,15,1
922489,15,2
845623,15,2
741119,15,3
1544176,15,1
1668706,15,1
32433,15,3
1674502,15,1
1665544,15,1
1683576,15,1
709489,15,2
841778,15,1
1667334,15,1
847761,15,2
2792249,15,1
111330,15,3
895750,15,1
902540,15,1
454422,15,1
1674624,15,1
133343,15,1
2828087,15,1
462677,15,1
1153959,15,1
1674239,15,1
746391,15,3
427830,15,1
909914,15,1
1683431,15,1
191096,14,1
865062,14,1
1683440,14,1
221355,14,1
779795,14,1
2754206,14,1
271754,14,3
1686887,14,1
2749845,14,1
1691122,14,1
7824,14,1
777293,14,1
2814937,14,1
7592,14,1
528074,14,2
199699,14,2
1581943,14,1
1482518,14,1
219215,14,1
1571798,14,1
924195,14,1
273108,14,1
1544388,14,1
786440,14,2
920480,14,1
213377,14,2
1691806,14,1
1688020,14,1
1691770,14,1
854423,14,1
785312,14,2
2791362,14,1
919444,14,1
1691368,14,1
2777631,14,1
1511317,14,1
791653,14,1
2859652,14,1
513187,14,1
1683711,14,2
1564978,14,1
848631,14,1
370917,14,3
2738668,14,1
1543717,14,1
929285,14,1
471071,14,1
2810083,14,1
1684139,14,1
2721367,14,1
919205,14,1
468906,14,1
304117,14,2
457141,14,1
2792253,14,1
1691067,14,1
1493010,14,1
1014941,14,1
2640730,14,1
2498015,14,1
2822964,14,1
887116,14,1
1653307,14,1
452373,14,1
452375,14,1
1321488,14,1
913849,14,2
1655558,14,1
723771,14,1
399895,14,1
88214,14,3
452488,14,1
1117265,14,1
1607387,14,1
1349806,14,1
1113283,14,1
906803,14,1
732649,14,1
909491,14,1
2854594,14,1
1212786,14,1
1673615,14,1
451762,14,2
598570,14,3
743732,14,1
2560083,14,1
2556338,14,1
987125,14,1
1774544,14,1
1669633,14,1
2847105,14,1
1634239,14,1
114836,14,1
554554,14,2
451484,14,1
1625485,14,1
451455,14,1
2425944,14,1
2583777,14,1
699895,14,2
2837796,14,1
443494,14,1
1659486,14,1
72116,14,1
677479,14,2
437361,14,1
390106,14,1
651220,14,1
1353485,14,1
2840698,14,1
2674909,14,1
425,13,1
483810,13,1
1668755,13,1
2832938,13,1
1650063,13,1
1668882,13,2
2843388,13,1
1181272,13,1
687321,13,3
1664507,13,1
922761,13,1
839643,13,1
2843314,13,1
1669770,13,1
900764,13,1
849226,13,1
1192750,13,1
922936,13,1
795050,13,1
921129,13,1
421985,13,1
1648563,13,1
2832507,13,1
924889,13,1
1484553,13,1
990237,13,1
72029,13,1
2111627,13,2
451611,13,1
2831859,13,1
451469,13,2
1484395,13,1
798314,13,2
2835511,13,1
2734657,13,1
2467317,13,1
1520929,13,1
1484260,13,1
1908826,13,1
709145,13,1
922577,13,1
1689931,13,1
908795,13,1
922625,13,1
722505,13,3
1050698,13,2
1684040,13,1
50657,13,2
2767853,13,1
841768,13,1
2837934,13,1
1650502,13,2
79343,13,2
2844368,13,1
219956,13,1
2525745,13,2
700254,13,1
280042,13,2
2514843,13,1
450720,13,1
222441,13,2
1488469,13,1
2838648,13,1
281431,13,3
1133372,13,1
450490,13,1
922559,13,1
1132118,13,2
1673519,13,1
1606870,13,1
1606588,13,1
2812565,13,1
881577,13,1
1302734,13,1
1601200,13,1
762349,13,1
2817017,13,1
861881,13,1
918024,13,1
1423472,13,1
918596,13,1
2661161,13,1
1700966,13,1
879889,13,2
753473,13,1
1677685,13,1
2809377,13,1
187267,13,1
1676359,13,1
1440202,13,1
2822606,13,1
793283,13,1
523016,13,1
918326,13,1
2859041,13,1
1676512,13,1
523703,13,1
1678689,13,1
918021,13,1
207930,13,1
543626,13,2
1699550,13,1
2659006,13,1
2859438,13,1
2813948,13,1
861270,13,1
1692962,13,1
72021,13,4
2826866,13,1
2828622,13,1
1691327,13,1
1238051,13,1
2819563,13,1
453335,13,1
1675130,13,1
1583118,13,1
1638353,13,1
21640,13,2
389737,13,2
1674761,13,1
2830652,13,1
182994,13,2
2818516,13,1
533526,13,2
918594,13,1
184144,13,1
1546943,13,1
2855942,13,1
507734,13,2
1675404,13,1
955726,13,1
895348,13,1
1677326,13,1
988925,13,1
2698694,13,1
2669296,13,1
2863067,13,1
2863258,13,1
501052,13,1
367547,13,1
540821,12,1
1050822,12,2
710457,12,1
1604042,12,1
497289,12,1
922640,12,1
922661,12,1
531973,12,2
1660542,12,1
1677577,12,1
1677584,12,1
1075119,12,1
912350,12,1
1503693,12,1
1505470,12,1
1659957,12,1
1686053,12,1
1685856,12,1
821775,12,1
1368190,12,1
1599505,12,1
1603534,12,1
1664743,12,1
865709,12,1
1685549,12,1
1616915,12,1
922610,12,1
1484398,12,1
752142,12,1
1631190,12,1
847919,12,1
1472449,12,1
1549011,12,1
1682967,12,1
506425,12,1
1650054,12,1
919704,12,1
1191869,12,1
1468532,12,1
927595,12,1
921070,12,1
605848,12,1
1193565,12,1
1393869,12,1
1462631,12,1
925331,12,1
1544178,12,1
1207639,12,1
496588,12,1
553134,12,1
923624,12,1
549876,12,2
917792,12,1
638575,12,1
918952,12,1
1437347,12,1
908252,12,2
885622,12,2
1484237,12,1
517563,12,2
1653592,12,1
923289,12,1
906870,12,1
627958,12,1
630593,12,1
1667702,12,1
996770,12,1
757270,12,2
1162802,12,2
1163088,12,1
1676148,12,1
859190,12,1
917695,12,1
1388352,12,2
454488,12,1
417542,12,1
421854,12,3
146128,12,3
2599065,12,1
2585165,12,1
454033,12,1
2585106,12,1
420123,12,1
421097,12,1
424390,12,1
11060,12,2
425561,12,1
2856945,12,1
427726,12,1
2856534,12,1
113689,12,1
2468975,12,1
432875,12,1
2858493,12,1
2824349,12,1
410135,12,2
18706,12,2
2863804,12,1
2807889,12,1
2721678,12,1
216550,12,1
2809248,12,1
213968,12,3
2809396,12,1
385212,12,1
1691054,12,1
2862287,12,1
2814608,12,1
2862159,12,1
397178,12,1
400629,12,2
2859678,12,1
112785,12,1
2833904,12,1
433818,12,2
447953,12,2
66902,12,2
2849956,12,1
1884527,12,1
449502,12,2
450629,12,1
2843992,12,1
52598,12,1
33742,12,1
451553,12,1
50494,12,3
1749327,12,1
36876,12,1
37453,12,1
42855,12,1
41482,12,2
67561,12,3
447862,12,1
108682,12,3
2841682,12,1
2834164,12,1
108454,12,1
108358,12,1
2370842,12,1
2835689,12,1
2836460,12,1
2170626,12,1
2164231,12,1
444446,12,1
445737,12,1
81668,12,4
452459,12,1
79697,12,1
2839476,12,1
447299,12,1
217621,12,1
40811,12,1
1689478,12,1
2791341,12,1
252932,12,2
2790813,12,1
225980,12,1
2787591,12,1
2765230,12,1
327807,12,1
262752,12,1
2865056,12,1
2850491,11,1
2839676,11,1
1650052,11,1
2773996,11,1
1648452,11,1
917469,11,1
75408,11,2
2562051,11,1
2791483,11,1
76071,11,1
2790489,11,1
76555,11,1
808435,11,1
1663302,11,1
2075679,11,1
922613,11,1
1221242,11,1
1660554,11,1
2791363,11,1
2572660,11,1
2792261,11,1
2574088,11,1
918764,11,1
452137,11,2
2842695,11,1
501292,11,1
1685400,11,1
844831,11,1
750298,11,2
911520,11,1
258100,11,2
412168,11,1
1510029,11,1
1646196,11,2
935806,11,2
413881,11,1
417670,11,1
1260781,11,1
922623,11,1
2857662,11,1
1679251,11,1
2753521,11,1
2831540,11,1
427264,11,1
456776,11,2
667986,11,1
437625,11,1
2866338,11,1
254034,11,1
433915,11,1
456477,11,3
2854364,11,1
918005,11,1
2764207,11,1
2834560,11,1
2353699,11,1
1677530,11,1
898778,11,1
453089,11,1
2339899,11,1
536329,11,2
1659292,11,1
2199158,11,1
441136,11,1
1659971,11,1
439753,11,2
2227517,11,1
2837060,11,1
2459049,11,1
2144132,11,1
1693158,11,1
898782,11,1
899893,11,1
427603,11,1
1660415,11,1
1766,11,1
5680,11,1
257245,11,1
841767,11,1
2855991,11,1
26775,11,1
452794,11,1
113881,11,3
841765,11,1
1108547,11,1
113206,11,2
2855718,11,1
2865893,11,1
2837213,11,1
959286,11,2
150851,11,3
1700638,11,1
768771,11,1
1544175,11,1
35536,11,2
1683759,11,1
1501272,11,1
473922,11,1
274345,11,3
1675452,11,1
388566,11,1
1591659,11,1
1593992,11,1
866012,11,1
1544680,11,1
562170,11,2
1683512,11,1
1894187,11,1
1599775,11,1
1671384,11,1
1675583,11,1
394489,11,1
1675724,11,1
873505,11,1
46106,11,2
207448,11,2
1410423,11,1
455584,11,1
2804037,11,1
266196,11,2
2864400,11,1
2808344,11,1
1458173,11,1
14004,11,1
2797539,11,1
216507,11,1
1572099,11,1
1576454,11,1
913423,11,1
855903,11,3
1546944,11,1
1490838,11,1
1448595,11,1
1577384,11,1
451600,11,1
2864499,11,1
1675237,11,1
1021062,11,2
395683,11,1
2866934,11,1
2843396,11,1
18871,11,1
755575,11,1
1691185,11,1
1875842,11,1
824735,11,1
754765,11,2
1485938,11,1
2843488,11,1
1625302,11,1
2629101,11,1
629359,11,1
1074206,11,1
1881456,11,1
1668063,11,1
1354610,11,1
451485,11,1
451531,11,1
754002,11,1
1485127,11,1
451527,11,1
1628166,11,1
2661439,11,1
18190,11,2
625205,11,2
762333,11,1
2792297,11,1
1543735,11,1
1660344,10,1
266892,10,2
2846076,10,1
449704,10,2
1674381,10,1
1016196,10,1
2843022,10,1
44554,10,1
248649,10,1
907962,10,1
44540,10,1
1013206,10,1
2157737,10,1
448269,10,1
908315,10,2
2784507,10,1
1486959,10,1
282682,10,1
2844232,10,1
1104110,10,1
2843987,10,1
2785966,10,1
912668,10,1
1668777,10,1
70032,10,3
1660373,10,1
2837401,10,1
1514422,10,1
1970819,10,1
1660347,10,1
63735,10,2
912207,10,1
1093439,10,1
1942562,10,2
276781,10,1
911282,10,1
911331,10,1
451610,10,1
1018709,10,2
2785054,10,1
788430,10,1
1149476,10,2
394441,10,1
2792320,10,1
766743,10,1
395666,10,1
1543762,10,1
397396,10,3
2817812,10,1
1380990,10,1
2819775,10,1
2657421,10,1
1617064,10,1
174276,10,1
757544,10,3
1354299,10,1
2820812,10,1
408194,10,2
1341573,10,2
755736,10,3
1627256,10,1
1627406,10,1
1627420,10,1
886632,10,2
1627537,10,1
1627707,10,1
767213,10,1
1543776,10,1
2835365,10,1
2792842,10,1
1558401,10,1
357833,10,1
1472236,10,1
791120,10,1
368812,10,1
781288,10,1
377004,10,2
1573815,10,2
1573935,10,1
379363,10,2
778688,10,1
1546935,10,1
1577569,10,1
2809793,10,1
2701800,10,1
1442795,10,1
771714,10,1
204551,10,1
1429006,10,1
202818,10,2
1588879,10,2
1590412,10,1
195859,10,2
753553,10,1
162368,10,2
886874,10,1
327782,10,1
2831118,10,1
427235,10,1
736542,10,1
900534,10,1
2832793,10,1
2516701,10,1
115786,10,1
732235,10,3
2833081,10,1
901887,10,1
1654022,10,1
1655175,10,1
841763,10,1
725290,10,1
2833870,10,1
841668,10,1
2791327,10,1
814044,10,1
107732,10,2
1658972,10,1
101307,10,1
1659198,10,1
2835279,10,1
1650279,10,1
131031,10,1
1650064,10,1
417067,10,1
2613886,10,1
1636382,10,1
1636409,10,1
412148,10,1
412157,10,1
749222,10,1
1637743,10,1
2826632,10,1
1638344,10,1
2596509,10,1
579017,10,2
1650060,10,1
325938,10,1
324884,10,1
1647135,10,1
843403,10,1
318333,10,3
2566626,10,1
1650037,10,1
1650038,10,1
1650042,10,1
2829168,10,1
735504,10,2
1493045,10,1
925029,10,2
22504,10,1
2939483,10,1
990928,10,1
15945,10,3
917972,10,1
455961,10,1
918543,10,1
1680576,10,1
3243,10,1
918103,10,1
1684883,10,1
1688726,10,1
920517,10,1
918865,10,1
454448,10,1
7423,10,2
714,10,4
933774,10,1
1700574,10,1
36363,10,2
1683810,10,1
918614,10,1
1700948,10,1
459414,10,2
20158,10,1
1679255,10,1
33688,10,1
921493,10,1
1691744,10,1
1690423,10,1
1691702,10,1
1683773,10,1
918772,10,1
454128,10,1
1677798,10,1
453141,10,1
922641,10,1
23018,10,1
2857471,10,1
1721464,10,1
567,10,2
31367,10,3
642,10,1
453477,10,1
2846386,10,1
453320,10,1
1675060,10,1
457545,10,1
1686223,10,1
6757,10,1
1677203,10,1
1695874,10,1
928303,10,2
463355,10,2
1696768,10,1
452784,10,1
30968,10,4
452999,10,1
1701180,10,1
3204,10,1
1690146,10,1
477432,10,1
2862442,10,1
1677308,10,1
1680805,10,1
2879594,10,1
918457,10,1
919037,10,1
361852,9,1
1549714,9,1
1175238,9,1
918126,9,1
731625,9,1
2864338,9,1
216872,9,1
1465887,9,2
1653789,9,1
1693172,9,1
453255,9,2
1690154,9,2
1463350,9,1
2724474,9,1
787420,9,1
361231,9,2
1158700,9,2
2452333,9,1
908374,9,1
1484236,9,1
923942,9,1
908031,9,1
1694723,9,1
687870,9,2
30084,9,1
686922,9,1
327927,9,1
460074,9,2
917756,9,1
2836658,9,1
2170281,9,1
796704,9,1
2159569,9,1
679179,9,1
2865374,9,1
917811,9,1
93365,9,1
1131455,9,1
1135919,9,2
27501,9,2
2437805,9,1
906050,9,1
28579,9,2
847166,9,1
2835182,9,1
1194047,9,1
221587,9,3
533007,9,1
793644,9,3
10299,9,1
2737313,9,1
439155,9,1
29394,9,1
439610,9,1
854032,9,1
2289524,9,1
734580,9,1
1691370,9,1
454708,9,1
2629091,9,1
2628788,9,1
168405,9,1
919036,9,2
931692,9,2
770016,9,1
918993,9,1
886830,9,1
198946,9,1
1683736,9,1
2811891,9,1
2862559,9,1
2823953,9,1
752395,9,2
455382,9,1
1690734,9,1
2629126,9,1
168906,9,1
927916,9,1
175029,9,1
1604677,9,1
397726,9,1
1409727,9,2
397734,9,1
1398219,9,1
767031,9,1
919617,9,1
2817195,9,1
1420389,9,2
1682586,9,1
401737,9,1
1682356,9,1
2656263,9,1
1358831,9,1
1413696,9,1
767716,9,1
1630308,9,2
2862714,9,1
2530516,9,1
146926,9,3
1448803,9,1
2857286,9,1
779504,9,1
1450542,9,2
2553698,9,1
1232381,9,2
2830321,9,1
23452,9,2
2830342,9,1
918401,9,1
2714538,9,1
1569798,9,1
426998,9,1
2533588,9,1
1678345,9,1
1213015,9,1
1690216,9,1
2827568,9,1
15182,9,2
778545,9,1
454115,9,3
2826291,9,1
772137,9,1
934308,9,1
2600349,9,1
1271297,9,2
1674966,9,1
412755,9,1
209333,9,2
1691977,9,1
380265,9,3
1691764,9,1
212270,9,1
1250292,9,2
918609,9,1
1577608,9,1
2704215,9,1
1698601,9,1
2667203,9,1
1779636,9,1
1712669,9,2
449024,9,1
922634,9,1
451985,9,1
915006,9,1
1509115,9,1
923300,9,2
247013,9,3
246499,9,1
245559,9,1
607522,9,1
2786213,9,1
606851,9,2
1676297,9,1
605503,9,1
2791345,9,1
811428,9,3
1745815,9,1
1676436,9,1
1978555,9,1
1095922,9,1
2781763,9,1
2842754,9,1
449213,9,1
1670644,9,1
2843572,9,1
922582,9,1
2773572,9,1
451381,9,1
915523,9,1
1814315,9,1
820706,9,1
1513287,9,1
1686230,9,1
552906,9,1
622343,9,3
1667085,9,1
451533,9,1
1516298,9,1
922626,9,1
1859943,9,1
33722,9,1
2849072,9,1
912581,9,1
914637,9,1
451452,9,1
2846351,9,1
2839559,9,1
270085,9,1
451787,9,1
31243,9,2
807847,9,1
451799,9,1
1674871,9,1
317194,9,2
659689,9,1
1675100,9,1
451801,9,1
801619,9,2
1676969,9,1
1661271,9,1
382,9,1
1674203,9,1
1004782,9,1
914531,9,1
663371,9,1
1499749,9,1
451732,9,2
420742,8,1
778048,8,2
53510,8,1
15221,8,1
2843995,8,1
1509312,8,1
1260672,8,2
1509948,8,1
1078,8,3
420621,8,1
766944,8,1
394549,8,1
918605,8,1
1247575,8,1
2818607,8,1
455511,8,1
919393,8,1
2827504,8,1
821648,8,1
1004309,8,1
2790184,8,1
1669840,8,1
453490,8,1
1668421,8,1
2817727,8,1
2830340,8,1
1691089,8,1
483044,8,2
1660499,8,2
922619,8,1
137952,8,1
2829474,8,1
1691090,8,1
23007,8,1
424208,8,1
2667272,8,1
1572367,8,2
14634,8,2
2552227,8,1
1607146,8,1
2808681,8,1
623736,8,2
1240398,8,1
1687520,8,1
22931,8,1
1065672,8,2
1775078,8,1
1669494,8,1
895140,8,1
1670696,8,1
2567459,8,1
510825,8,1
168853,8,1
776103,8,1
1323079,8,1
929315,8,1
605471,8,1
1303068,8,1
2789947,8,1
1747867,8,1
913539,8,1
2812787,8,1
2821750,8,1
403977,8,1
388019,8,2
1627700,8,1
454461,8,1
1322650,8,1
1021143,8,1
204673,8,2
1691016,8,1
474104,8,1
455361,8,1
2677648,8,1
913675,8,1
37971,8,1
2845774,8,1
2858922,8,1
2786000,8,1
1625653,8,1
1348616,8,2
1723644,8,1
769887,8,1
455223,8,1
752101,8,1
1579517,8,1
1672765,8,1
2819337,8,1
2668281,8,1
1342104,8,2
52520,8,1
2848136,8,1
1672156,8,1
1009535,8,3
822840,8,1
2844748,8,1
611284,8,1
1034156,8,2
859988,8,1
913101,8,1
1680342,8,2
1356570,8,1
278907,8,3
504474,8,1
1437857,8,1
1498734,8,1
2825737,8,1
147113,8,1
920571,8,2
2816324,8,1
1713579,8,2
1584470,8,1
1629710,8,2
456720,8,1
1432092,8,2
922673,8,1
81204,8,1
2773490,8,1
1518277,8,1
2392606,8,1
108560,8,1
2021555,8,1
1086032,8,1
2796856,8,1
905493,8,1
2833991,8,1
2835974,8,1
1698768,8,1
448271,8,1
2446821,8,1
1677681,8,1
2760337,8,1
1676541,8,1
1084959,8,1
1685351,8,1
922540,8,1
527098,8,1
1484396,8,1
449005,8,1
225655,8,1
2791854,8,1
455773,8,1
432213,8,2
452301,8,1
1985563,8,2
1686070,8,1
2736477,8,1
795120,8,1
1970681,8,1
453038,8,1
1144794,8,1
907159,8,1
1699854,8,1
2835448,8,1
2741562,8,1
917973,8,1
2235235,8,1
2835466,8,1
457531,8,1
917990,8,1
906794,8,1
2865448,8,1
2855079,8,1
437369,8,1
2366948,8,1
845439,8,1
456437,8,1
332834,8,1
917982,8,1
1676441,8,1
349120,8,1
2865179,8,1
910752,8,1
439160,8,1
1666891,8,1
364713,8,1
939434,8,3
1535093,8,1
843792,8,1
455628,8,1
1692754,8,1
13424,8,1
1653083,8,1
2831721,8,1
117570,8,1
898721,8,1
367721,8,1
1675965,8,1
1692761,8,1
1566436,8,1
451307,8,1
118484,8,1
1567280,8,1
1660549,8,1
452871,8,2
121033,8,3
666739,8,1
839628,8,1
451450,8,1
1561081,8,1
912217,8,2
2838343,8,1
427565,8,1
445408,8,1
916590,8,1
922164,8,2
1701032,8,1
967296,8,1
1666597,8,1
2750099,8,1
918364,8,1
452113,8,1
1516310,8,1
786393,8,1
2792283,8,1
2504434,8,1
120835,8,1
808556,7,1
2786053,7,1
234978,7,1
1595601,7,1
1595078,7,2
3492578,7,1
1484267,7,1
1488489,7,1
798770,7,1
830940,7,1
1484264,7,1
457536,7,1
455168,7,1
268376,7,1
230350,7,2
1601605,7,1
2787064,7,1
2677577,7,1
1603112,7,1
1536358,7,1
2758692,7,1
1488912,7,1
2669277,7,1
919546,7,1
866997,7,1
828533,7,1
6201,7,2
455212,7,1
2814194,7,1
2669304,7,1
233519,7,2
7550,7,1
2795571,7,1
2785971,7,1
924709,7,1
1686181,7,1
850955,7,1
2779996,7,1
1484816,7,1
212101,7,1
380189,7,1
2863958,7,1
809338,7,1
788376,7,1
849786,7,1
1580301,7,1
2763128,7,1
2703735,7,1
926867,7,2
2727162,7,1
1447213,7,1
2766753,7,1
785793,7,2
468909,7,1
817807,7,1
216967,7,1
1511650,7,1
2863760,7,1
2718663,7,1
1453356,7,1
1569313,7,1
14542,7,1
2717982,7,1
291767,7,1
838910,7,2
1452888,7,1
921248,7,1
2784882,7,1
2732825,7,1
455373,7,1
1482851,7,1
2737697,7,1
1521158,7,1
1543811,7,1
1544083,7,1
457526,7,2
2864880,7,1
1424940,7,2
16800,7,2
863178,7,1
826491,7,1
1501302,7,2
342862,7,1
201921,7,1
2785954,7,1
208737,7,1
861807,7,1
861707,7,1
2710658,7,1
846849,7,1
1478450,7,1
765465,7,1
1544393,7,1
244769,7,1
277864,7,1
219720,7,1
219546,7,1
1684649,7,2
352359,7,1
1484928,7,2
220023,7,2
1675041,7,1
765336,7,1
453193,7,1
2834309,7,1
453134,7,1
104877,7,2
436825,7,2
709807,7,1
5,7,1
1677540,7,1
1693265,7,1
1152092,7,1
1693413,7,1
438428,7,1
2317282,7,1
438977,7,1
2854958,7,1
439164,7,1
917840,7,1
439754,7,1
965829,7,1
1695515,7,1
1695526,7,2
1695755,7,1
443713,7,1
85904,7,1
676508,7,3
444977,7,2
2387483,7,1
2420521,7,1
968530,7,1
874904,7,1
2831839,7,1
1692844,7,1
1693073,7,1
522098,7,1
1651706,7,1
2856755,7,1
1652713,7,1
2832556,7,1
1653043,7,1
2515830,7,1
1678030,7,1
2508152,7,2
2856499,7,1
2499042,7,1
1677999,7,1
729730,7,1
2471685,7,1
453267,7,1
904592,7,1
2467402,7,1
432923,7,1
453221,7,1
723860,7,2
433252,7,1
2444250,7,1
444999,7,1
446283,7,1
453484,7,1
59822,7,1
55964,7,3
1670087,7,1
1051338,7,1
1670651,7,1
451548,7,1
452001,7,1
913046,7,1
34144,7,1
2844774,7,1
608193,7,1
605816,7,1
1024343,7,1
1673541,7,1
451644,7,1
1722902,7,1
44745,7,1
451688,7,1
913989,7,1
914045,7,1
1674267,7,1
2845954,7,1
1674298,7,1
451736,7,1
1674517,7,1
1674873,7,1
1669899,7,1
451530,7,1
1676749,7,1
555180,7,2
910696,7,1
452404,7,1
1664165,7,1
74877,7,1
2850354,7,1
71168,7,3
447348,7,2
447384,7,1
2840961,7,1
2850326,7,1
452199,7,1
916752,7,1
1899002,7,2
916689,7,1
452118,7,1
1878873,7,1
2849458,7,1
1666583,7,1
2843117,7,1
65004,7,1
2849047,7,1
912105,7,1
452081,7,1
451255,7,2
62309,7,1
2532840,7,1
453199,7,1
